id,Address,BuildingAddress,Community,CompletionDate,InspectionDate,PermitNumber,StickerNumber,Ward,longitude,latitude,location,Pick?,Prices,Square footage 
488,332 SADDLEMONT BV NE,332 SADDLEMONT BV NE,SADDLE RIDGE,07/20/2012 12:00:00 AM,July 20 2012,BP2012-03451,147,3,-113.932933685906,51.129493602495,"(51.129493602495, -113.932933685906)",FALSE,477.375293235133,954.750586470266
748,716R ALDERWOOD PL SE,716 ALDERWOOD PL SE,ACADIA,10/20/2017 12:00:00 AM,October 20 2017,BP2017-08339,853,9,-114.047419282519,50.974411168224,"(50.974411168224, -114.047419282519)",FALSE,673.26958096641,1346.53916193282
739,7 NOLANCREST MR NW,7 NOLANCREST MR NW,NOLAN HILL,12/20/2016 12:00:00 AM,December 20 2016,BP2016-11043,645,2,-114.169341834202,51.1776600352213,"(51.1776600352213, -114.169341834202)",FALSE,944.479471716748,1888.9589434335
799,812R 40 AV NW,812 40 AV NW,HIGHWOOD,10/04/2016 12:00:00 AM,October 04 2016,BP2016-00932,599,7,-114.078117185199,51.088981461558,"(51.088981461558, -114.078117185199)",FALSE,897.051316109751,1794.1026322195
308,2115 5 ST SW,2115 5 ST SW,CLIFF BUNGALOW,05/12/2014 12:00:00 AM,April 25 2014,BP2012-17177,233,8,-114.074513542384,51.0341854360123,"(51.0341854360123, -114.074513542384)",FALSE,781.578865032177,1563.15773006435
305,21 STRADWICK RI SW,23 STRADWICK RI SW,STRATHCONA PARK,02/01/2017 12:00:00 AM,February 01 2017,BP2016-12123,681,6,-114.169359955312,51.0506923790137,"(51.0506923790137, -114.169359955312)",FALSE,557.777881803203,1115.55576360641
589,450 TARALAKE WY NE,450 TARALAKE WY NE,TARADALE,07/19/2013 12:00:00 AM,July 17 2013,BP2012-04615,152,3,-113.924783766273,51.1201463717998,"(51.1201463717998, -113.924783766273)",FALSE,174.851789631567,349.703579263134
578,439 COPPERPOND BV SE,439 COPPERPOND BV SE,COPPERFIELD,12/09/2015 12:00:00 AM,December 08 2015,BP2015-05264,451,12,-113.925731696911,50.9248517970412,"(50.9248517970412, -113.925731696911)",FALSE,307.916541676081,615.833083352162
194,161 HARVEST GOLD CI NE,161 HARVEST GOLD CI NE,HARVEST HILLS,01/14/2016 12:00:00 AM,January 14 2016,BP2015-12569,463,3,-114.065478281745,51.1442485170835,"(51.1442485170835, -114.065478281745)",FALSE,890.106509226955,1780.21301845391
155,149 SADDLECREST PL NE,149 SADDLECREST PL NE,SADDLE RIDGE,02/03/2014 12:00:00 AM,February 03 2014,BP2013-02867,267,3,-113.945394181011,51.1365264342561,"(51.1365264342561, -113.945394181011)",FALSE,753.177078568543,1506.35415713709
704,6235G 18 ST SE,6235G 18 ST SE,OGDEN,04/13/2012 12:00:00 AM,April 11 2012,BP2011-14228,104,9,-114.016928090605,50.9982699362986,"(50.9982699362986, -114.016928090605)",FALSE,314.774966052718,629.549932105435
483,32R LYNNDALE CR SE,32 LYNNDALE CR SE,OGDEN,09/20/2017 12:00:00 AM,September 20 2017,BP2017-00615,833,9,-114.008487997627,50.9911085194544,"(50.9911085194544, -114.008487997627)",FALSE,509.507326666466,1019.01465333293
359,23R BEACHAM RI NW,23 BEACHAM RI NW,BEDDINGTON HEIGHTS,08/10/2017 12:00:00 AM,August 10 2017,BP2016-00779,805,3,-114.095740209372,51.1284479667994,"(51.1284479667994, -114.095740209372)",FALSE,488.07816413287,976.156328265741
210,1705 45 ST SE,1705 45 ST SE,FOREST LAWN,10/25/2016 12:00:00 AM,October 25 2016,BP2016-08351,614,9,-113.968897653647,51.0390738258933,"(51.0390738258933, -113.968897653647)",FALSE,141.769210109229,283.538420218458
639,515 PANATELLA SQ NW,515 PANATELLA SQ NW,PANORAMA HILLS,04/30/2014 12:00:00 AM,April 30 2014,BP2014-02804,350,3,-114.074946791603,51.1689631931866,"(51.1689631931866, -114.074946791603)",FALSE,339.242197756494,678.484395512987
643,52 EVERGLEN CL SW,52 EVERGLEN CL SW,EVERGREEN,03/30/2012 12:00:00 AM,March 29 2012,BP2011-14836,108,13,-114.12519057293,50.9135203333803,"(50.9135203333803, -114.12519057293)",TRUE,182.97832850792,365.95665701584
235,1818G BROADVIEW RD NW,1818G BROADVIEW RD NW,HILLHURST,01/04/2012 12:00:00 AM,October 28 2011,BP2011-01378,50,7,-114.101645552845,51.0505903209079,"(51.0505903209079, -114.101645552845)",TRUE,350.714546479076,701.429092958152
664,56 ERIN MEADOW WY SE,56 ERIN MEADOW WY SE,ERIN WOODS,05/12/2017 12:00:00 AM,May 12 2017,BP2017-04529,751,9,-113.961042254256,51.0234526722977,"(51.0234526722977, -113.961042254256)",FALSE,133.185469450813,266.370938901627
287,2029 38 ST SE,2029 38 ST SE,FOREST LAWN,06/23/2014 12:00:00 AM,June 23 2014,BP2014-05323,341,9,-113.978989895971,51.0351653120884,"(51.0351653120884, -113.978989895971)",FALSE,516.65026815151,1033.30053630302
468,315G MARQUIS CO SE,315G MARQUIS CO SE,MAHOGANY,03/09/2017 12:00:00 AM,March 09 2017,BP2016-10216,709,12,-113.909939962177,50.9014684266939,"(50.9014684266939, -113.909939962177)",FALSE,193.523604265172,387.047208530343
469,316G SILVER BROOK WY NW,316G SILVER BROOK WY NW,SILVER SPRINGS,02/10/2017 12:00:00 AM,February 10 2017,BP2016-01829,691,1,-114.186823966344,51.1099262609009,"(51.1099262609009, -114.186823966344)",FALSE,776.508320723974,1553.01664144795
400,2619 5 AV NW,2617 5 AV NW,WEST HILLHURST,03/09/2017 12:00:00 AM,March 09 2017,BP2017-01591,710,7,-114.121365513954,51.0567113726844,"(51.0567113726844, -114.121365513954)",FALSE,503.639681107583,1007.27936221517
497,34R WALDEN CO SE,34 WALDEN CO SE,WALDEN,10/09/2015 12:00:00 AM,October 09 2015,BP2012-13834,445,14,-114.03159156732,50.8738373951469,"(50.8738373951469, -114.03159156732)",FALSE,69.4182844895415,138.836568979083
239,1832 17 AV NW,1832 17 AV NW,CAPITOL HILL,07/06/2016 12:00:00 AM,July 06 2016,BP2015-16072,547,7,-114.103867761876,51.0680312703696,"(51.0680312703696, -114.103867761876)",FALSE,819.67506582865,1639.3501316573
353,2356R 23 ST NW,2356 23 ST NW,BANFF TRAIL,04/03/2012 12:00:00 AM,April 03 2012,BP2011-07128,66,7,-114.113746619807,51.0715865445812,"(51.0715865445812, -114.113746619807)",FALSE,777.048267202196,1554.09653440439
225,178R CRANFIELD GR SE,178 CRANFIELD GR SE,CRANSTON,05/13/2016 12:00:00 AM,April 25 2016,BP2014-18323,583,12,-113.981885056715,50.8885672823701,"(50.8885672823701, -113.981885056715)",FALSE,895.154761332958,1790.30952266592
572,430G 32 AV NE,430G 32 AV NE,WINSTON HEIGHTS/MOUNTVIEW,01/12/2015 12:00:00 AM,December 19 2014,BP2013-13248,296,9,-114.052806346723,51.0818623559925,"(51.0818623559925, -114.052806346723)",FALSE,601.024995166795,1202.04999033359
98,125 SADDLELAKE GR NE,125 SADDLELAKE GR NE,SADDLE RIDGE,02/13/2014 12:00:00 AM,February 13 2014,BP2013-11755,304,3,-113.930913647501,51.1284092782658,"(51.1284092782658, -113.930913647501)",FALSE,308.58986484394,617.17972968788
730,67G DIEPPE DR SW,67G DIEPPE DR SW,CFB - CURRIE,08/23/2013 12:00:00 AM,August 22 2013,BP2012-15914,220,8,-114.130443602352,51.0179215057554,"(51.0179215057554, -114.130443602352)",FALSE,855.527456088095,1711.05491217619
209,16R WALDEN VW SE,16 WALDEN VW SE,WALDEN,10/30/2012 12:00:00 AM,October 29 2012,BP2012-07031,158,14,-114.030362390687,50.8763854591888,"(50.8763854591888, -114.030362390687)",FALSE,119.293824875735,238.58764975147
552,415 EVANSGLEN DR NW,415 EVANSGLEN DR NW,EVANSTON,10/27/2017 12:00:00 AM,October 27 2017,BP2017-07316,859,2,-114.098396432308,51.1783569844821,"(51.1783569844821, -114.098396432308)",FALSE,746.495681060108,1492.99136212022
781,77 REDSTONE GD NE,79 REDSTONE GD NE,REDSTONE,02/17/2017 12:00:00 AM,February 17 2017,BP2016-09664,700,3,-113.961271470849,51.1715221588916,"(51.1715221588916, -113.961271470849)",FALSE,526.857881072471,1053.71576214494
119,135 FALSBY RD NE,135 FALSBY RD NE,FALCONRIDGE,07/14/2014 12:00:00 AM,July 04 2014,BP2014-04968,358,3,-113.95408607149,51.0996304212028,"(51.0996304212028, -113.95408607149)",FALSE,455.966750808424,911.933501616849
513,36 TARARIDGE DR NE,36 TARARIDGE DR NE,TARADALE,02/25/2016 12:00:00 AM,January 29 2016,BP2015-00057,485,3,-113.940265264044,51.1124753341744,"(51.1124753341744, -113.940265264044)",TRUE,659.92666675975,1319.8533335195
505,3556 2 AV SW,3556 2 AV SW,SPRUCE CLIFF,12/21/2009 12:00:00 AM,December 09 2009,BP2009-08153,4,6,-114.138878544584,51.0513769094678,"(51.0513769094678, -114.138878544584)",FALSE,753.370095405027,1506.74019081005
144,1439G CHILD AV NE,1439G CHILD AV NE,RENFREW,04/23/2015 12:00:00 AM,April 01 2015,BP2013-09205,290,9,-114.029880373587,51.0539472853044,"(51.0539472853044, -114.029880373587)",FALSE,726.360163772923,1452.72032754585
278,2006 23 AV NW,2006 23 AV NW,BANFF TRAIL,01/29/2016 12:00:00 AM,January 29 2016,BP2015-13418,471,7,-114.106763060204,51.0734607847274,"(51.0734607847274, -114.106763060204)",FALSE,415.184923558714,830.369847117427
378,249 SILVERADO WY SW,249 SILVERADO WY SW,SILVERADO,02/17/2016 12:00:00 AM,January 12 2016,BP2011-10498,488,13,-114.079947063094,50.8812870629805,"(50.8812870629805, -114.079947063094)",FALSE,19.5633199052814,39.1266398105628
61,116 6A ST NE,116 6A ST NE,BRIDGELAND/RIVERSIDE,07/05/2011 12:00:00 AM,June 30 2011,BP2011-02359,53,9,-114.046685859216,51.0529772830643,"(51.0529772830643, -114.046685859216)",FALSE,950.18249831433,1900.36499662866
626,5020 VICEROY DR NW,5020 VICEROY DR NW,VARSITY,09/05/2017 12:00:00 AM,September 05 2017,BP2016-11976,823,1,-114.159338623828,51.0985035048414,"(51.0985035048414, -114.159338623828)",FALSE,694.710341708731,1389.42068341746
658,55 ABERDARE CR NE,55 ABERDARE CR NE,ABBEYDALE,11/10/2011 12:00:00 AM,November 09 2011,BP2011-02140,52,10,-113.925615478222,51.0578141495076,"(51.0578141495076, -113.925615478222)",FALSE,999.546564994994,1999.09312998999
835,901G 18 AV NW,901G 18 AV NW,MOUNT PLEASANT,01/27/2017 12:00:00 AM,January 27 2017,BP2016-04397,674,7,-114.081621421493,51.0683699690034,"(51.0683699690034, -114.081621421493)",FALSE,803.785722583575,1607.57144516715
414,27 STRATHCLAIR RI SW,27 STRATHCLAIR RI SW,STRATHCONA PARK,02/24/2015 12:00:00 AM,February 24 2015,BP2014-14678,382,6,-114.174335025991,51.0516288424826,"(51.0516288424826, -114.174335025991)",FALSE,309.485342400323,618.970684800646
670,56R HAZELWOOD CR SW,56 HAZELWOOD CR SW,HAYSBORO,11/15/2016 12:00:00 AM,November 15 2016,BP2016-02302,627,11,-114.080045156684,50.9652632850268,"(50.9652632850268, -114.080045156684)",TRUE,809.809367083441,1619.61873416688
7,101 SADDLELAKE GD NE,101 SADDLELAKE GD NE,SADDLE RIDGE,04/21/2016 12:00:00 AM,March 30 2016,BP2015-15546,499,3,-113.931383616972,51.1316456320501,"(51.1316456320501, -113.931383616972)",FALSE,358.519122909441,717.038245818883
228,17G MARY DOVER DR SW,17G MARY DOVER DR SW,CFB - CURRIE,01/08/2013 12:00:00 AM,January 08 2013,BP2010-12480,32,8,-114.131119540877,51.0191558818923,"(51.0191558818923, -114.131119540877)",FALSE,688.308712235082,1376.61742447016
709,63G DIEPPE DR SW,63G DIEPPE DR SW,CFB - CURRIE,09/20/2013 12:00:00 AM,September 18 2013,BP2012-17265,235,8,-114.130603891316,51.0178781128481,"(51.0178781128481, -114.130603891316)",FALSE,562.447439532642,1124.89487906528
268,2 SKYVIEW POINT HE NE,126 SKYVIEW RANCH ST NE,SKYVIEW RANCH,12/14/2012 12:00:00 AM,December 13 2012,BP2012-11573,186,3,-113.955220920408,51.1612352761914,"(51.1612352761914, -113.955220920408)",FALSE,768.0456015587,1536.0912031174
336,224 12A ST NE,224 12A ST NE,BRIDGELAND/RIVERSIDE,02/08/2013 12:00:00 AM,February 06 2013,BP2012-16633,225,9,-114.0325770282,51.054625792018,"(51.054625792018, -114.0325770282)",FALSE,477.070259412167,954.140518824333
686,602G 22 AV NE,602G 22 AV NE,WINSTON HEIGHTS/MOUNTVIEW,07/03/2017 12:00:00 AM,June 28 2017,BP2016-08425,782,7,-114.050193046794,51.0728105544192,"(51.0728105544192, -114.050193046794)",TRUE,663.201759622387,1326.40351924477
719,66 ABERDARE WY NE,66 ABERDARE WY NE,ABBEYDALE,07/28/2016 12:00:00 AM,July 28 2016,BP2015-08570,559,10,-113.923881678491,51.0588339681434,"(51.0588339681434, -113.923881678491)",TRUE,572.058232250117,1144.11646450023
113,131B 27 AV NW,131 27 AV NW,TUXEDO PARK,05/02/2017 12:00:00 AM,May 02 2017,BP2016-14711,745,7,-114.064476297714,51.0767408617608,"(51.0767408617608, -114.064476297714)",FALSE,5.67097473509981,11.3419494701996
273,20 TOMMY PRINCE RD SW,20 TOMMY PRINCE RD SW,CFB - CURRIE,08/04/2017 12:00:00 AM,August 04 2017,BP2017-02560,800,8,-114.130240866378,51.0213673334934,"(51.0213673334934, -114.130240866378)",FALSE,958.936749669022,1917.87349933804
745,712G SALISBURY AV SE,712G SALISBURY AV SE,RAMSAY,11/26/2014 12:00:00 AM,November 26 2014,BP2014-03878,360,9,-114.044914471845,51.0393484116386,"(51.0393484116386, -114.044914471845)",FALSE,198.802518287396,397.605036574793
737,69 CAMBRIAN DR NW,67 CAMBRIAN DR NW,ROSEMONT,06/30/2017 12:00:00 AM,June 30 2017,BP2017-00307,784,7,-114.089452840251,51.0807602829222,"(51.0807602829222, -114.089452840251)",FALSE,921.969305332233,1843.93861066447
541,4017 CENTRE A ST NE,4019 CENTRE A ST NE,HIGHLAND PARK,10/18/2016 12:00:00 AM,October 18 2016,BP2016-08443,608,4,-114.061356916057,51.0884360138545,"(51.0884360138545, -114.061356916057)",FALSE,82.8847389629034,165.769477925807
331,222 SADDLECREEK CO NE,222 SADDLECREEK CO NE,SADDLE RIDGE,11/18/2016 12:00:00 AM,November 18 2016,BP2016-06809,630,3,-113.957723740934,51.1267369049352,"(51.1267369049352, -113.957723740934)",FALSE,222.796208575195,445.59241715039
771,75G ELGIN MEADOWS RD SE,75G ELGIN MEADOWS RD SE,MCKENZIE TOWNE,08/12/2014 12:00:00 AM,April 11 2014,BP2013-13251,301,12,-113.955768896118,50.9064673140365,"(50.9064673140365, -113.955768896118)",FALSE,227.853595833182,455.707191666364
811,83 BEACONSFIELD CR NW,83 BEACONSFIELD CR NW,BEDDINGTON HEIGHTS,12/10/2015 12:00:00 AM,November 06 2015,BP2015-13895,453,3,-114.099645673998,51.1267182233754,"(51.1267182233754, -114.099645673998)",FALSE,928.004112848231,1856.00822569646
674,58R KINLEA CO NW,58 KINLEA CO NW,KINCORA,03/19/2013 12:00:00 AM,March 18 2013,BP2012-09909,173,2,-114.132718839723,51.1659340588137,"(51.1659340588137, -114.132718839723)",TRUE,550.156035150622,1100.31207030124
392,25G MARY DOVER DR SW,25G MARY DOVER DR SW,CFB - CURRIE,07/29/2011 12:00:00 AM,July 22 2011,BP2010-13875,33,8,-114.130883984341,51.0190695654152,"(51.0190695654152, -114.130883984341)",FALSE,943.373054678973,1886.74610935795
478,3237 CEDARILLE DR SW,3237 CEDARILLE DR SW,CEDARBRAE,01/28/2016 12:00:00 AM,January 28 2016,BP2015-12396,470,11,-114.134844033814,50.9595248924765,"(50.9595248924765, -114.134844033814)",TRUE,88.3935698459823,176.787139691965
663,56 CEDARGROVE RD SW,56 CEDARGROVE RD SW,CEDARBRAE,10/09/2015 12:00:00 AM,October 09 2015,BP2011-09332,439,11,-114.125901005286,50.9530736628992,"(50.9530736628992, -114.125901005286)",FALSE,529.367734192218,1058.73546838444
422,2723 4 AV NW,2723 4 AV NW,WEST HILLHURST,11/03/2016 12:00:00 AM,June 03 2016,BP2015-16243,618,7,-114.124266513887,51.0557823205526,"(51.0557823205526, -114.124266513887)",FALSE,66.3163687553806,132.632737510761
202,165 HARVEST ROSE CI NE,165 HARVEST ROSE CI NE,HARVEST HILLS,04/26/2016 12:00:00 AM,April 04 2016,BP2013-17426,586,3,-114.059786036292,51.1419776862717,"(51.1419776862717, -114.059786036292)",FALSE,819.509573052357,1639.01914610471
594,46 EDGEBROOK PA NW,46 EDGEBROOK PA NW,EDGEMONT,01/26/2017 12:00:00 AM,January 26 2017,BP2016-09431,672,2,-114.125939586793,51.1387183536235,"(51.1387183536235, -114.125939586793)",FALSE,821.933930649243,1643.86786129849
371,2429 42 ST SE,2427 42 ST SE,FOREST LAWN,02/14/2017 12:00:00 AM,February 14 2017,BP2016-11095,693,9,-113.973223093977,51.0322106405274,"(51.0322106405274, -113.973223093977)",FALSE,766.587388553173,1533.17477710635
56,1143 READER CR NE,1143 READER CR NE,RENFREW,10/25/2013 12:00:00 AM,October 23 2013,BP2012-13936,216,9,-114.043348468012,51.0622228707786,"(51.0622228707786, -114.043348468012)",TRUE,787.953471393346,1575.90694278669
617,48 RIVERBEND GA SE,48 RIVERBEND GA SE,RIVERBEND,03/17/2017 12:00:00 AM,March 17 2017,BP2016-07709,713,9,-114.018183278802,50.9759132192835,"(50.9759132192835, -114.018183278802)",FALSE,1.23370248974508,2.46740497949016
554,417 EVANSGLEN DR NW,419 EVANSGLEN DR NW,EVANSTON,07/15/2016 12:00:00 AM,July 15 2016,BP2016-02943,553,2,-114.098292309793,51.178233430016,"(51.178233430016, -114.098292309793)",FALSE,471.452549022099,942.905098044198
717,656R MARIAN CR NE,656 MARIAN CR NE,MARLBOROUGH,06/19/2017 12:00:00 AM,June 19 2017,BP2016-09130,778,10,-113.96563114488,51.0584943354035,"(51.0584943354035, -113.96563114488)",FALSE,803.215141348606,1606.43028269721
454,305 27 AV NE,305 27 AV NE,TUXEDO PARK,09/22/2014 12:00:00 AM,August 29 2014,BP2013-16839,328,7,-114.056996474112,51.0767392010748,"(51.0767392010748, -114.056996474112)",FALSE,299.637565297785,599.27513059557
732,68 MILLCREST RD SW,68 MILLCREST RD SW,MILLRISE,08/30/2016 12:00:00 AM,August 30 2016,BP2016-05970,540,13,-114.089063069632,50.9154999532003,"(50.9154999532003, -114.089063069632)",FALSE,757.854624798206,1515.70924959641
587,449 EVANSTON WY NW,449 EVANSTON WY NW,EVANSTON,08/10/2017 12:00:00 AM,August 01 2017,BP2017-04487,819,2,-114.099283008221,51.1798048530341,"(51.1798048530341, -114.099283008221)",FALSE,273.735582042188,547.471164084375
585,446 33 AV NW,446 33 AV NW,HIGHLAND PARK,05/25/2015 12:00:00 AM,April 30 2015,BP2015-00104,395,4,-114.070603189337,51.0825796885004,"(51.0825796885004, -114.070603189337)",FALSE,698.324224974749,1396.6484499495
636,5116 17 AV NW,5116 17 AV NW,MONTGOMERY,03/13/2015 12:00:00 AM,March 13 2015,BP2014-14109,379,1,-114.166761027316,51.0762349078378,"(51.0762349078378, -114.166761027316)",TRUE,604.511513513598,1209.0230270272
747,714 40 AV NW,712 40 AV NW,HIGHWOOD,10/05/2011 12:00:00 AM,September 30 2011,BP2011-07668,70,7,-114.076332830344,51.088709974554,"(51.088709974554, -114.076332830344)",FALSE,219.117446284427,438.234892568853
833,9 EDGEFORD WY NW,9 EDGEFORD WY NW,EDGEMONT,03/30/2016 12:00:00 AM,March 30 2016,BP2015-14612,498,2,-114.158224494052,51.1203112150855,"(51.1203112150855, -114.158224494052)",FALSE,890.598690856668,1781.19738171334
283,2022 42 ST SE,2022 42 ST SE,FOREST LAWN,12/06/2013 12:00:00 AM,November 07 2013,BP2013-07035,282,9,-113.972553056927,51.0354393066723,"(51.0354393066723, -113.972553056927)",FALSE,386.829908213141,773.659816426282
813,83 COUGAR RIDGE CV SW,85 COUGAR RIDGE CV SW,COUGAR RIDGE,05/05/2014 12:00:00 AM,April 24 2014,BP2013-04259,259,1,-114.212297193788,51.0748541893237,"(51.0748541893237, -114.212297193788)",FALSE,944.775880506479,1889.55176101296
254,191 ELGIN RI SE,191 ELGIN RI SE,MCKENZIE TOWNE,01/31/2017 12:00:00 AM,January 31 2017,BP2016-10619,679,12,-113.962727638915,50.9056111848054,"(50.9056111848054, -113.962727638915)",FALSE,271.448205664052,542.896411328104
337,2241 25 ST SW,2241 25 ST SW,RICHMOND,11/06/2012 12:00:00 AM,November 06 2012,BP2012-02233,133,6,-114.121227828587,51.0334226586696,"(51.0334226586696, -114.121227828587)",FALSE,73.5188502419872,147.037700483974
1,#1Z 453 22 AV NW,453 22 AV NW,MOUNT PLEASANT,06/27/2014 12:00:00 AM,June 27 2014,BP2014-04297,345,7,-114.070511324681,51.0722272239183,"(51.0722272239183, -114.070511324681)",FALSE,574.666388800548,1149.3327776011
386,2526 19 ST SW,2526 19 ST SW,BANKVIEW,09/14/2011 12:00:00 AM,September 13 2011,BP2010-09519,436,8,-114.10536150166,51.032346377875,"(51.032346377875, -114.10536150166)",FALSE,471.60042332845,943.200846656901
824,86 AUTUMN CR SE,86 AUTUMN CR SE,AUBURN BAY,12/23/2015 12:00:00 AM,December 23 2015,BP2015-07090,473,12,-113.968947937405,50.8974871913377,"(50.8974871913377, -113.968947937405)",FALSE,941.320431443281,1882.64086288656
517,3638 39 ST NE,3638 39 ST NE,WHITEHORN,08/07/2012 12:00:00 AM,August 07 2012,BP2012-00366,115,5,-113.977219491441,51.0869631021671,"(51.0869631021671, -113.977219491441)",FALSE,406.208048439369,812.416096878737
219,175 HUNTERHORN DR NE,175 HUNTERHORN DR NE,HUNTINGTON HILLS,03/02/2015 12:00:00 AM,February 18 2015,BP2013-14596,306,3,-114.051733089341,51.1164174490043,"(51.1164174490043, -114.051733089341)",FALSE,505.850889371238,1011.70177874248
526,3736R DOUGLAS RIDGE WY SE,3736 DOUGLAS RIDGE WY SE,DOUGLASDALE/GLEN,06/07/2017 12:00:00 AM,June 07 2017,BP2017-01861,768,12,-113.980230696369,50.933534469276,"(50.933534469276, -113.980230696369)",FALSE,33.9928517534038,67.9857035068077
482,327 COVENTRY CL NE,327 COVENTRY CL NE,COVENTRY HILLS,03/12/2013 12:00:00 AM,March 12 2013,BP2013-00669,240,3,-114.046849026271,51.1562776325934,"(51.1562776325934, -114.046849026271)",FALSE,847.774579855977,1695.54915971195
679,595R TARALAKE WY NE,595 TARALAKE WY NE,TARADALE,04/08/2015 12:00:00 AM,March 11 2015,BP2013-07919,286,3,-113.926082436257,51.1235936835267,"(51.1235936835267, -113.926082436257)",FALSE,19.6602390829429,39.3204781658858
477,323 MCKENZIE TOWNE DR SE,321 MCKENZIE TOWNE DR SE,MCKENZIE TOWNE,02/14/2017 12:00:00 AM,January 30 2017,BP2016-12315,675,12,-113.962333156322,50.9066883236673,"(50.9066883236673, -113.962333156322)",FALSE,808.466230112878,1616.93246022576
809,828 40 AV NW,828 40 AV NW,HIGHWOOD,08/30/2016 12:00:00 AM,August 30 2016,BP2015-15650,591,7,-114.079156150211,51.0890153190525,"(51.0890153190525, -114.079156150211)",FALSE,606.156593591246,1212.31318718249
370,2428R 27 AV NW,2428 27 AV NW,BANFF TRAIL,07/13/2012 12:00:00 AM,July 11 2012,BP2011-02805,56,7,-114.117331762666,51.0771446894514,"(51.0771446894514, -114.117331762666)",FALSE,556.121539153255,1112.24307830651
187,159 BERMUDA WY NW,159 BERMUDA WY NW,BEDDINGTON HEIGHTS,02/04/2016 12:00:00 AM,January 29 2016,BP2014-00676,480,3,-114.075926223353,51.1317164209545,"(51.1317164209545, -114.075926223353)",FALSE,424.202597838341,848.405195676682
104,129 SADDLELAKE GR NE,129 SADDLELAKE GR NE,SADDLE RIDGE,04/02/2013 12:00:00 AM,January 30 2013,BP2012-13181,205,3,-113.930779757258,51.1284176762959,"(51.1284176762959, -113.930779757258)",FALSE,876.593095597978,1753.18619119596
555,41R SHERWOOD WY NW,41 SHERWOOD WY NW,SHERWOOD,11/14/2016 12:00:00 AM,November 14 2016,BP2016-12015,625,2,-114.143479367791,51.1584766724736,"(51.1584766724736, -114.143479367791)",FALSE,122.868485550652,245.736971101304
740,7 ROYAL BIRCH ST NW,7 ROYAL BIRCH ST NW,ROYAL OAK,09/13/2013 12:00:00 AM,September 12 2013,BP2013-05631,275,1,-114.219777071077,51.1442195298958,"(51.1442195298958, -114.219777071077)",TRUE,914.861419570091,1829.72283914018
461,310 CORNERSTONE PS NE,308 CORNERSTONE PS NE,CORNERSTONE,08/11/2017 12:00:00 AM,August 11 2017,BP2017-00628,806,3,-113.943511773505,51.1617840815149,"(51.1617840815149, -113.943511773505)",FALSE,853.082408315763,1706.16481663153
501,351 ABERGALE DR NE,351 ABERGALE DR NE,ABBEYDALE,07/31/2012 12:00:00 AM,July 30 2012,BP2012-00591,118,10,-113.929722121197,51.0577052631598,"(51.0577052631598, -113.929722121197)",FALSE,495.223157373437,990.446314746874
450,3020 13 AV SW,3020 13 AV SW,SHAGANAPPI,06/21/2013 12:00:00 AM,June 20 2013,BP2013-04945,269,6,-114.130838847773,51.0407772903094,"(51.0407772903094, -114.130838847773)",FALSE,742.407701175936,1484.81540235187
480,325G PANTON WY NW,325G PANTON WY NW,PANORAMA HILLS,12/16/2016 12:00:00 AM,December 16 2016,BP2016-06915,644,3,-114.087400476046,51.1727339527361,"(51.1727339527361, -114.087400476046)",FALSE,707.849030832772,1415.69806166554
662,55G ELGIN MEADOWS RD SE,55G ELGIN MEADOWS RD SE,MCKENZIE TOWNE,09/25/2012 12:00:00 AM,September 24 2012,BP2012-02129,443,12,-113.955699668936,50.9069446719673,"(50.9069446719673, -113.955699668936)",FALSE,762.120905546828,1524.24181109366
431,28 MARTINDALE CR NE,28 MARTINDALE CR NE,MARTINDALE,12/21/2015 12:00:00 AM,December 01 2015,BP2014-18656,789,3,-113.95808867656,51.1114831009646,"(51.1114831009646, -113.95808867656)",FALSE,665.184649749722,1330.36929949944
241,184 TARADALE DR NE,184 TARADALE DR NE,TARADALE,07/07/2015 12:00:00 AM,July 07 2015,BP2014-16203,422,3,-113.937711082939,51.1142688796814,"(51.1142688796814, -113.937711082939)",FALSE,806.56723110882,1613.13446221764
700,62 MONTROSE CR NE,62 MONTROSE CR NE,WINSTON HEIGHTS/MOUNTVIEW,08/16/2017 12:00:00 AM,August 16 2017,BP2016-14345,811,7,-114.044030571256,51.070136249126,"(51.070136249126, -114.044030571256)",FALSE,203.73708026719,407.47416053438
551,4132R MARYVALE RD NE,4132 MARYVALE RD NE,MARLBOROUGH,11/15/2016 12:00:00 AM,November 15 2016,BP2016-12602,626,10,-113.973414413236,51.0571864916448,"(51.0571864916448, -113.973414413236)",FALSE,379.965289830509,759.930579661017
148,1465 RUSSELL RD NE,1465 RUSSELL RD NE,RENFREW,03/22/2013 12:00:00 AM,March 21 2013,BP2012-16090,223,9,-114.033009733269,51.0659437505866,"(51.0659437505866, -114.033009733269)",FALSE,835.111105886828,1670.22221177366
447,30 MARTHA'S MEADOW GA NE,28 MARTHA'S MEADOW GA NE,MARTINDALE,07/10/2017 12:00:00 AM,July 10 2017,BP2017-00831,788,3,-113.96014162317,51.1245297892754,"(51.1245297892754, -113.96014162317)",FALSE,17.2791750465371,34.5583500930742
325,220 COVINGTON RD NE,220 COVINGTON RD NE,COVENTRY HILLS,09/19/2014 12:00:00 AM,August 28 2014,BP2013-06020,264,3,-114.041464442567,51.159189864006,"(51.159189864006, -114.041464442567)",FALSE,434.728515723558,869.457031447116
