GREAT WEST TRUCK LEASE & RENTALS / PACLEASE,5911 5 ST SE,"(50.9999749358942, -114.051502130926)",,
ICEBREAKER CANADA,#1159 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
CALGARY CO-OP WINE SPIRITS BEER #49 - WORLD OF WHISKY,#240 333 5 AV SW,"(51.0482808692756, -114.069621925721)",,
SERVICE MANAGEMENT ART/THESMARTITMANAGER.COM,#210 6715 8 ST NE,"(51.1130026936629, -114.045400121397)",,
MERCEDES-BENZ DOWNTOWN CALGARY,1333 9 AV SW,"(51.0451336527742, -114.092535845408)",,
APARTMENT BUILDING,320 9 ST NW,"(51.055567959438, -114.083744663503)",,
UNIMARKET,128 50 AV SE,"(51.0092846127946, -114.06323894682)",,
WINGS FITNESS STUDIO,#101 3412 27 ST NE,"(51.083336648389, -113.993939161658)",,
FLAMES PIZZA & WINGS,#97 3131 27 ST NE,"(51.0800550686802, -113.995751233903)",,
WILD ROSE FLOWERS & GIFTS,4606 17 AV SE,"(51.0382172727297, -113.968184100854)",,
HAN CHAO TASTE OF ASIA,#108 306 ASPEN GLEN LD SW,"(51.0389474808181, -114.207630339243)",,
KAMEX CONSTRUCTION,#111 2060 PEGASUS RD NE,"(51.0943743831367, -114.008999192942)",,
MUCHO BURRITO,#721 388 COUNTRY HILLS BV NE,"(51.1541415259579, -114.066835323596)",,
OFFICE BUILDING OPERATOR,1615 10 AV SW,"(51.0439987721315, -114.097636812513)",,
LOCAL 522 PUBLIC TAVERN,#A 522 6 AV SW,"(51.0479795200438, -114.072806024508)",,
FROSTEMP,#3 3419 12 ST NE,"(51.0822699619683, -114.030811092487)",,
MURDOCH'S BAR AND GRILL,#60 1935 37 ST SW,"(51.0368248030026, -114.141778847241)",,
CROWN COLLISION,#1040 4385 104 AV SE,"(50.9599929689837, -113.972002316938)",,
SOUTHLAND CIGAR & DRY CLEANING,#400 9737 MACLEOD TR SW,"(50.9666543660517, -114.073633568238)",,
BLACKBIRD PUBLIC HOUSE,#900 100 AUBURN MEADOWS DR SE,"(50.8944731595026, -113.943833612772)",,
THAI EXPRESS,#14J 3625 SHAGANAPPI TR NW,"(51.0847250634681, -114.155408270939)",,
JUGO JUICE,#260E 112 4 AV SW,"(51.0498278252348, -114.063689973671)",,
STARBUCKS COFFEE #4504,5570 SIGNAL HILL CE SW,"(51.0203756637622, -114.169864265729)",,
REXALL / PHARMA PLUS PHARMACIES #7259,#1A 290 MIDPARK WY SE,"(50.9095247626371, -114.063775785497)",,
SHIRRA SALES,3815 16 ST SE,"(51.0209156432187, -114.022591190644)",,
APARTMENT BUILDING,7044 OGDEN RD SE,"(50.9893676410858, -114.000226521832)",,
WESTBURY HOUSE,720 15 AV SW,"(51.0392281017136, -114.078423688356)",,
EXECSUITE,727 1 AV NW,"(51.0566784679818, -114.077825322903)",,
PIZZA HUT,#20 5010 4 ST NE,"(51.0968298398944, -114.052956791046)",,
FIX AUTO CALGARY PEIGAN,3596 44 AV SE,"(51.0144665705384, -113.982014318467)",,
GRAVITY HAIR,#103 8120 BEDDINGTON BV NW,"(51.1271438264879, -114.073541234901)",,
DENIM & SMITH BARBERSHOPS,#334 19369 SHERIFF KING ST SW,"(50.87855582344, -114.072409723385)",,
PBF REDBIRDS PRO BASEBALL FORCE,#8 401 33 ST NE,"(51.055361303739, -113.987539476736)",,
VARSITY COMMUNITY ASSOCIATION,4303 VARSITY DR NW,"(51.0919791281347, -114.149272920967)",,
DESIGNS BY MANUEL,1106 6 AV SW,"(51.048307203739, -114.086419917599)",,
A VACUUM STORE AND SERVICE,#218 4600 130 AV SE,"(50.9329935817644, -113.968988347628)",,
MACLEOD TRAIL AUTOBODY,319 38A AV SE,"(51.0193175204197, -114.060938258112)",,
G P S CITY CANADA,#12 49 AERO DR NE,"(51.12322366619, -114.040413729323)",,
A & W SOUTH TRAIL,#190 4307 130 AV SE,"(50.9313717855366, -113.969466590982)",,
GT PROCESS SOLUTIONS,#7 2625 18 ST NE,"(51.0756785837216, -114.015235573005)",,
FRESHII 879,#144C 1600 90 AV SW,"(50.9731544892799, -114.097122708226)",,
COMPASSIONATE BEAUTY,#26 22 RICHARD WY SW,"(51.0070083102763, -114.130153687487)",,
V A HILL FINE STRINGS,#4 6325 11 ST SE,"(50.9963134911338, -114.039288327736)",,
IYENGAR YOGA CENTRE OF CALGARY,#206 9919 FAIRMOUNT DR SE,"(50.9629615151705, -114.059758221002)",,
TIM HORTONS DONUTS,4015 CENTRE ST NW,"(51.0884661704194, -114.062798094225)",,
RANCHMEN'S CLUB (THE),710 13 AV SW,"(51.0411945179365, -114.077322562989)",,
APARTMENT BUILDING,2131 4 AV NW,"(51.0560628197616, -114.109776015549)",,
L P  FAMILY FOODS,1312 17 AV SW,"(51.038143632518, -114.092371144785)",,
LIQUOR DEPOT AT WESTHILLS,264 STEWART GR SW,"(51.014524992739, -114.167675447265)",,
RICKY DOGS (CGY-898),#4 920 NORTHMOUNT DR NW,"(51.0866979764966, -114.103646358556)",,
DIGITAL EDITIONS,3551B 78 AV SE,"(50.9811045832733, -113.982547808237)",,
FRENCH MAID BIG EASY (THE),3064 32 ST NE,"(51.0798906939034, -113.987807562642)",,
STATE & MAIN KITCHEN & BAR,#129 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
PEOPLES STORE #5132,#1453 3800 MEMORIAL DR NE,"(51.0556801155426, -113.979156540166)",,
MARCELLO'S MARKET & DELI,#270 400 3 AV SW,"(51.0510153194659, -114.070810067372)",,
MUSIC,1140 10 AV SW,"(51.0443665369276, -114.087742278843)",,
MAPLE LEAF EMBROIDERY,#22 4816 35B ST SE,"(51.0120082121218, -113.977616256397)",,
E1 ELECTRICAL,#B 1145 44 AV SE,"(51.0134630865704, -114.039387980446)",,
FLAMAN FITNESS,7132 FISHER ST SE,"(50.9907527273269, -114.068990594016)",,
ESSENCE PHARMACIES,#150 3650 WESTWINDS DR NE,"(51.1078257504949, -113.968191434407)",,
GOLDEN LEAF CHINESE FOOD TAKE-OUT,#1 4655 37 ST SW,"(51.0127432711203, -114.141646514319)",,
CAON SERVICES,1143 42 AV SE,"(51.0156954597711, -114.037758090272)",,
WATCH IT,#220 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
CALGARY COURT RESTAURANT,119 2 AV SE,"(51.0509558572874, -114.061493405279)",,
RAYACOM,1528 9 AV SE,"(51.0386503898024, -114.026959862357)",,
EPIPHANIE CHOCOLATE,1417B 11 ST SW,"(51.0395816015464, -114.089336569104)",,
LINDSAY PARK SPORT PHYSIO,2225 MACLEOD TR SE,"(51.0344512823432, -114.063662330569)",,
LUMIANT,#16 10672 46 ST SE,"(50.9588430124824, -113.967872368818)",,
BOW BOTTOM VETERINARY HOSPITAL,1186 137 AV SE,"(50.9283504603951, -114.027791599641)",,
WENDYS,3311 26 ST NE,"(51.0818564220248, -113.998803753509)",,
WILLOW PARK GOLF & COUNTRY CLUB,639 WILLOW PARK DR SE,"(50.9549335650466, -114.052494775445)",,
NEW MILLENIUM TIRE SALES AND TRUCK REPAIRS,#1 925 26 ST NE,"(51.059901409857, -113.996759650196)",,
ASSOCIATION OF UNITED UKRAINIAN CANADIANS,3316 28 AV SW,"(51.0287436688128, -114.134914379002)",,
AGRA FOUNDATIONS,416 MONUMENT PL SE,"(51.049952537188, -113.996533194202)",,
GARDEN KITCHEN + BAR (THE),#150 635 6 AV SW,"(51.0475295954581, -114.075847291061)",,
CALGARY CO-OP WINES & SPIRITS - OAKRIDGE,2570 SOUTHLAND DR SW,"(50.9616508700086, -114.120461329799)",,
TIM HORTON'S #5284,3550 52 ST NE,"(51.085482325765, -113.95784904725)",,
ESTHETICA SALON & SPA,#110 611 ACADIA DR SE,"(50.9637585792168, -114.048873460373)",,
SAFEWAY #2117,2425 34 AV SW,"(51.02269974422, -114.116496424509)",,
MAC'S CONVIENCE STORE #2049,#88 6060 MEMORIAL DR NE,"(51.0529181368315, -113.94379001856)",,
CLOVERDALE PAINT,3956 64 AV SE,"(50.9969264048806, -113.976866324103)",,
ANNA BRAUN,#124 45 EDENWOLD DR NW,"(51.12693862127, -114.139441461516)",,
AQUALEASE,#116 2730 3 AV NE,"(51.05497706116, -113.996154780554)",,
GUESS,#218 100 ANDERSON RD SE,"(50.9526117047302, -114.066230364441)",,
1421719 ALBERTA,1055 MCTAVISH RD NE,"(51.0945105135638, -114.014536418102)",,
TRAVOIS APARTMENTS,6452 TRAVOIS CR NW,"(51.1099266823492, -114.067710367218)",,
HEXAGON BOARD GAME CAFE (THE),#200 1140 KENSINGTON RD NW,"(51.0527096616247, -114.08850176892)",,
SUR-FLO METERS & CONTROLS,4520 50 AV SE,"(51.0093734793905, -113.968547236284)",,
BIG AL'S BAR & GRILL,1915 31 ST SE,"(51.0367452168609, -113.990278110315)",,
HORIZON HEALTH,#20 3012 17 AV SE,"(51.0382894621121, -113.992676129017)",,
WAL-MART #1144,1221 CANYON MEADOWS DR SE,"(50.9295154484563, -114.027792904823)",,
BIG 4 MOTORS O/A BIG 4 CHRYSLER DODGE JEEP,#A 5324 4 ST SE,"(51.0065813357044, -114.05327945779)",,
CARDEL LIFESTYLES,180 QUARRY PARK BV SE,"(50.9640270385455, -114.011269911822)",,
M & E SERVICES,4711 17 AV SE,"(51.0374124899613, -113.966403684743)",,
NAMI SUSHI & GRILL,1604 14 ST SW,"(51.0382611890707, -114.09440146442)",,
YUM YUM BBQ KOREAN CUISINE,#2 5111 BOWNESS RD NW,"(51.0750673243304, -114.167572278318)",,
NEW STAR CABINETS,#10 1815 27 AV NE,"(51.0763472810663, -114.016249600553)",,
POLISH CANADIAN CULTURAL CENTRE,3015 15 ST NE,"(51.0794218282797, -114.024249825342)",,
ALEPPO SHAWARMA & DONAIRS,1324B CENTRE ST NE,"(51.0641825247252, -114.062076509794)",,
CRISTY'S ROAST CHICKEN,#1320 3800 MEMORIAL DR NE,"(51.0556801155426, -113.979156540166)",,
AIDA'S MEDITERRANEAN BISTRO,2208 4 ST SW,"(51.033153965546, -114.071258462854)",,
CHAPEL OF THE BELLS,2720 CENTRE ST NE,"(51.0766816206044, -114.062110193789)",,
DECKVIEW GLASS & RAILINGS,#1 5510 3 ST SE,"(51.0055189118516, -114.056394392923)",,
LONDON DRUGS #32,#300 5255 RICHMOND RD SW,"(51.0169195368323, -114.161445004637)",,
MAC'S CONVENIENCE STORE #2180,#6006 11300 TUSCANY BV NW,"(51.1239505763175, -114.247144112168)",,
STUDENTS' ASSOCIATION OF MOUNT ROYAL UNIVERSITY (THE),4825 MOUNT ROYAL GA SW,"(51.0126033546985, -114.132719767315)",,
TRUE KITCHENS,3555 52 ST SE,"(51.0227367331427, -113.959255063718)",,
RIVERSIDE SPA,#A 110 POINT MCKAY CR NW,"(51.0621782772198, -114.148083363536)",,
CALGARY CO-OP #14,#100 250 SHAWVILLE BV SE,"(50.9026789106135, -114.063424674159)",,
WINNERS APPAREL,11686 SARCEE TR NW,"(51.1568984692155, -114.156173698712)",,
PANORAMA HEALTH ANIMAL HOSPITAL,#410 1110 PANATELLA BV NW,"(51.1678958496354, -114.091284377837)",,
PROHIBITION FREE HOUSE,1153 KENSINGTON CR NW,"(51.0520458075595, -114.088868863104)",,
SKINCARE UNLIMITED,#112 7710 5 ST SE,"(50.9856424201362, -114.048958122584)",,
MASSAGE HEIGHTS,#105 3820 BRENTWOOD RD NW,"(51.0865066706517, -114.128911384065)",,
APARTMENT BUILDING,128 23 AV NE,"(51.0735304290195, -114.06078409882)",,
CARTWRIGHT LIGHTING,7301 11 ST SE,"(50.9886373857874, -114.040733394802)",,
SPRING,#158 100 ANDERSON RD SE,"(50.9526117047302, -114.066230364441)",,
CLEANO2 CARBON CAPTURE TECHNOLOGIES,2920 11 ST SE,"(51.0273526791143, -114.035408238431)",,
FLOOR ONE,#4 7730 MACLEOD TR SE,"(50.9852232077288, -114.070634866667)",,
BREAKAWAY SPORTS REPAIR,#101 149 CANADA OLYMPIC RD SW,"(51.0847014583206, -114.221100607041)",,
BEACONHILL PHYSIOTHERAPY AND SPORT MEDICINE,11724 SARCEE TR NW,"(51.1578520155289, -114.161751712451)",,
VISTA BARBERSHOP,#112 920 36 ST NE,"(51.0615942039576, -113.980814729849)",,
BEAUTIFUL BROW STUDIO (THE),#4 805 1 ST SW,"(51.0453553056522, -114.065818080491)",,
4 ST PIZZA,2105 EDMONTON TR NE,"(51.070873869042, -114.056411751148)",,
BOSS PACKAGING,#8 1450 28 ST NE,"(51.0646606607905, -113.991217175279)",,
STARBUCKS COFFEE #17369,#230 801 6 ST SW,"(51.0455229355713, -114.077203539365)",,
VERO BISTRO MODERNE,209 10 ST NW,"(51.0530570444321, -114.086253975119)",,
NORTHWEST HEALTHCARE PROPERTIES,40 SUNPARK PZ SE,"(50.9019405236191, -114.057124775444)",,
NORTH CALGARY MASSAGE WORKS,#2 2610 CENTRE ST NE,"(51.0754669014099, -114.062029869587)",,
VICTORY PACKAGING,#9 7503 35 ST SE,"(50.9861746100135, -113.983376406347)",,
CITY WIDE RADIATOR,4420 BLACKFOOT TR SE,"(51.0141962895654, -114.047559942903)",,
SIMPLY FOR LIFE NUTRITION,#210 290 MIDPARK WY SE,"(50.9095247626371, -114.063775785497)",,
REXALL / PHARMA PLUS PHARMACIES #7228,#300 9650 HARVEST HILLS BV NE,"(51.1413981365393, -114.067526772524)",,
APARTMENT BUILDING,403 1 AV NE,"(51.053181382148, -114.055204158812)",,
IMAGINE WIRELESS,#217 4307 130 AV SE,"(50.9306821592039, -113.970490990922)",,
MURRIETA'S WESTCOAST BAR & GRILL,#200 808 1 ST SW,"(51.0453331867939, -114.065148299318)",,
HOLY GRILL (THE),827 10 AV SW,"(51.0435738045237, -114.080959041174)",,
SUNTERRA MARKETPLACE,#20 803 49 AV SW,"(51.0093331454848, -114.081810883333)",,
BLISS NAIL AND SPA,4638B MACLEOD TR SW,"(51.0114188249012, -114.0643982293)",,
APARTMENT BUILDING,1415 37 ST SW,"(51.040897039468, -114.141548721651)",,
CONSOLIDATED COMPRESSOR,9516 40 ST SE,"(50.9685335655256, -113.974980057521)",,
OTIS CANADA,#7 777 64 AV SE,"(50.9962919188232, -114.047371122541)",,
TELUS,244 STEWART GR SW,"(51.014524992739, -114.167675447265)",,
PIZZA BOB'S CLASSIC PIE,2610 KENSINGTON RD NW,"(51.0528272009537, -114.121348816694)",,
SUBWAY #51102,#480 1000 HAMPTONS DR NW,"(51.1415397176791, -114.130321664974)",,
DECODEX MASSAGE THERAPY,2123 33 AV SW,"(51.023657285655, -114.11069069151)",,
GUESS? JEANS,#1265 6455 MACLEOD TR SW,"(50.9979758797472, -114.0738360896)",,
U TECH SERVICES,#1 2023 34 ST NE,"(51.0697568660825, -113.986331977934)",,
HAMPTON INN & SUITES,2231 BANFF TR NW,"(51.068405207989, -114.114629566658)",,
EVERGREEN HEALTH CENTRE,#267 328 CENTRE ST SE,"(51.0495683812247, -114.06173560558)",,
BRILLIANT KIDS ACADEMY,#217 11625 ELBOW DR SW,"(50.948781497194, -114.085630506214)",,
TROTTER & MORTON BUILDING TECHNOLOGIES,#A 5711 1 ST SE,"(51.0035065035597, -114.062794603202)",,
DALTONS RESTAURANT & CONFERENCE CENTRE,3515 26 ST NE,"(51.0841527626414, -113.999036147328)",,
CARSTAR CALGARY MERIDIAN,2520 CENTRE AV NE,"(51.0528227399981, -114.00013821169)",,
GIBRALTAR PROJECTS,11095 48 ST SE,"(50.9544899519754, -113.965965520561)",,
IREC HOME DECOR DISTRIBUTORS,#26 3434 34 AV NE,"(51.084221143984, -113.986520672969)",,
CALGARY BEST BUY FURNITURE / MATRESS,#30 2151 32 ST NE,"(51.0707140816444, -113.989731930048)",,
BELFOR RESTORATION SERVICES,#6 640 42 AV NE,"(51.091340239139, -114.049130537695)",,
TRUEBALANCE CALGARY,#103 7370 SIERRA MORENA BV SW,"(51.0160005627629, -114.176863850034)",,
640 5 AVE,640 5 AV SW,"(51.0490147733843, -114.075480602606)",,
LEROY'S CATERING SERVICES,2003 MCKNIGHT BV NE,"(51.0918784998108, -114.010136345816)",,
SAFEWAY #266,410 10 ST NW,"(51.0561790004288, -114.085211219797)",,
CALGARY MEATS AND DELI,1204A EDMONTON TR NE,"(51.0626693181043, -114.055282275488)",,
PETEX BUILDING,600 6 AV SW,"(51.0480005192405, -114.074178423697)",,
SCHNEIDER ELECTRIC CANADA,#288 2880 45 AV SE,"(51.0144272877768, -113.990408990776)",,
PYRAMID INTERIOR SYSTEMS,#100 3668 60 AV SE,"(51.0004421104134, -113.981852131778)",,
TIMBERTOWN BUILDING CENTRE,1715 46 ST NW,"(51.0721078763371, -114.162332964129)",,
QUIK CASH,726 16 AV NW,"(51.0672398578941, -114.07810251051)",,
UNIMARKET,128 50 AV SE,"(51.0092846127946, -114.06323894682)",,
PFANNTASTIC PANNENKOEK HAUS,#1 2439 54 AV SW,"(51.0044390782729, -114.117112421848)",,
PHO 36,#7 135 WHITEFIELD DR NE,"(51.0879358580423, -113.980686164519)",,
DIAMOND WELLNESS CENTRE,#1A 4015 17 AV SE,"(51.0374132143591, -113.976803568746)",,
ANGEL'S DRIVE-IN AND PIZZA,8603 47 AV NW,"(51.0946919756993, -114.211220712255)",,
PANACHE HOMES,#206 2411 4 ST NW,"(51.0736759099501, -114.072777570866)",,
XYLEM CANADA COMPANY,6704 30 ST SE,"(50.9935032635031, -113.983440340581)",,
BOWNESS BAKERY,#1 4280 23 ST NE,"(51.0907829888166, -114.004243019146)",,
SUBWAY,3701 17 AV SW,"(51.0375257401251, -114.140129313318)",,
WOODYS TAPHOUSE,1919C SOUTHLAND DR SW,"(50.9607668802028, -114.104945736113)",,
APARTMENT BUILDING,1722 11 AV SW,"(51.0436787620744, -114.100558551784)",,
SEWING SEEDS INTERNATIONAL,412 35 AV NE,"(51.0843429037502, -114.054003120886)",,
BOYD'S LOBSTER SHOP,1515D 14 ST SW,"(51.0387960154464, -114.095055404305)",,
MARMOT CONSTRUCTION,636 BEAVER DAM RD NE,"(51.1006475742333, -114.048716506935)",,
KNOB HILL MANOR,2107 26 AV SW,"(51.0301792056199, -114.109904077504)",,
SHAGGY TO CHIC,#1110 8561 8A AV SW,"(51.0613734570923, -114.210105393779)",,
LIFE IS GOOD,#2 2000 AIRPORT RD NE,"(51.1289921492459, -114.006647468536)",,
ACTIVO,#12 2135 32 AV NE,"(51.0805073879048, -114.008817814604)",,
ALPINE TRAILER SERVICES,6216 90 AV SE,"(50.9727497435051, -113.945068099495)",,
B & L MARINE,8218 30 ST SE,"(50.9813408513092, -113.988876401708)",,
MODERN NATURAL THERAPY,#303 6707 ELBOW DR SW,"(50.9934662660466, -114.084308761117)",,
ALBERN COINS & FOREIGN EXCHANGE,1615 CENTRE ST NW,"(51.0665820021581, -114.06288540737)",,
EGGS & MORE FAMILY RESTAURANT,5441 FALSBRIDGE DR NE,"(51.0975597477172, -113.957601719092)",,
BLUE MOUNTAIN SIGN SERVICE,4108 17 ST SE,"(51.0176160261707, -114.018716194769)",,
LIVING STYLE GRANITE (THE),#7 4539 6 ST NE,"(51.092441716061, -114.049165103289)",,
GEO AUTO SALES AND DETAILING,#2114 5150 47 ST NE,"(51.0993269138086, -113.963614804196)",,
"BOBBY'S PLACE, OLDE WORLD TAVERN",#11 11440 BRAESIDE DR SW,"(50.953219182513, -114.116551319827)",,
FINE MACHINE WORKS,#112 4600 104 AV SE,"(50.9608616018748, -113.969485845057)",,
STATION 52,#110 1806 52 ST SE,"(51.0365335499198, -113.95754530835)",,
EL-DIASPORA AFRICAN SUPER MARKET,#8 5147 20 AV SE,"(51.0351963457572, -113.959152312308)",,
MURRIETA'S WESTCOAST BAR & GRILL,#200 808 1 ST SW,"(51.0453331867939, -114.065148299318)",,
CHARTER TELECOM,#134 5700 1 ST SW,"(51.0035334722623, -114.065582677867)",,
BVD CALGARY SERVICE CENTER,2515 50 AV SE,"(51.0082760738278, -114.000297575441)",,
VITAMINS FIRST,#521 1851 SIROCCO DR SW,"(51.036461458549, -114.167897618973)",,
CHARM DRY CLEANERS,3907 17 AV SW,"(51.0371095270314, -114.143877374561)",,
CANYON MEADOWS RETIREMENT RESIDENCE,12 DEERVIEW TC SE,"(50.9312411731188, -114.023928540721)",,
NUCLEUS ENERGY SERVICES,#B 7210 5 ST SE,"(50.9876859722203, -114.049157758354)",,
CALGARY NORTH VET HOSPITAL,4204 4 ST NW,"(51.0891184383935, -114.071199936795)",,
TLD HAIR DESIGN,211 HERITAGE DR SE,"(50.9786486340301, -114.066152136893)",,
CHUK KAM FINE JEWELLERY,#119 328 CENTRE ST SE,"(51.0495683812247, -114.06173560558)",,
BODYTHINGS,#10 5308 17 AV SW,"(51.0382883243182, -114.160907566167)",,
ACKLANDS-GRAINGER,4340 MANHATTAN RD SE,"(51.0147985009621, -114.052335321769)",,
TEMPRO TEC,#C 7210 5 ST SE,"(50.9876859722203, -114.049157758354)",,
SUNRIDGE MAZDA,3003 32 AV NE,"(51.0807920717566, -113.990735830648)",,
SILVER CROSS AUTOMOTIVE,#60 4216 54 AV SE,"(51.0047929883211, -113.975925284558)",,
TEATRO,200 8 AV SE,"(51.045733452981, -114.060300206683)",,
LIQUOR DEPOT AT MEMORIAL DRIVE,#36 6060 MEMORIAL DR NE,"(51.0529181368315, -113.94379001856)",,
CASHCO,#1 2111 CENTRE ST NW,"(51.0712047217625, -114.063085709277)",,
TERRACE GARDENS ON SIXTH,727 6 AV SW,"(51.0475786361057, -114.077581492258)",,
ROYAL DESIGN CENTRE,2003 39 AV NE,"(51.0878815487832, -114.010629735632)",,
PRESTIGE RAILINGS & STAIRS,#2 2777 HOPEWELL PL NE,"(51.0916299815921, -113.995297060598)",,
VIETNAM INTERNATIONAL,#206 3716 61 AV SE,"(50.9994465158999, -113.979498821794)",,
MR SUB,4721C 17 AV SE,"(51.0374124899613, -113.966403684743)",,
VICTORS MACHINE WORKS,3531 78 AV SE,"(50.9815550019481, -113.984019783107)",,
INFINITY EARTHWORKS,4307 54 AV SE,"(51.0033283586401, -113.972809063589)",,
PRAXAIR CANADA PRAIRIE REGION,609 42 AV SE,"(51.0154901042377, -114.050667385087)",,
FRAME KING,#130 415 MONUMENT PL SE,"(51.0502508186952, -113.998029507675)",,
MARSHALL'S RX CENTRE,#214 1231 9 AV SE,"(51.04119364243, -114.03474439474)",,
OP TO GO,#115 8560 8A AV SW,"(51.0617413031318, -114.210107035242)",,
SHILLELAGH'S PUB,#323 1851 SIROCCO DR SW,"(51.0374712196827, -114.167774190061)",,
APARTMENT BUILDING,2724 40 ST SW,"(51.0295812984141, -114.145045469905)",,
BEST BUY MOBILE,#120 2525 36 ST NE,"(51.0741886674399, -113.985683366276)",,
SHANGRI-LA SPA,2904 CENTRE ST NE,"(51.0781371132065, -114.062174652529)",,
BRIDAL BOUTIQUE CALGARY (THE),5131 ELBOW DR SW,"(51.0082718138805, -114.081708859818)",,
MID-WEST SUPPLY,#101 7211 8 ST NE,"(51.1175984441233, -114.045270248149)",,
A-CANADIAN AUTOBODY,6224A 2 ST SE,"(50.9955193437835, -114.059328954943)",,
"PINOY SARISARI STORE, DELI AND BAKERY",3607 17 AV SE,"(51.0374239401976, -113.982620235351)",,
BOUNDARY EQUIPMENT (CALGARY),4720 78 AV SE,"(50.9827076241985, -113.96617028291)",,
UNITED RENTALS OF CANADA,7120 BLACKFOOT TR SE,"(50.9897503101199, -114.051588762875)",,
CHOPPED LEAF - QUARRY PARK,#1311 163 QUARRY PARK BV SE,"(50.9631104476143, -114.010185850089)",,
H2O INNOVATION,1046 18 AV SE,"(51.037235873624, -114.037152245486)",,
STATE & MAIN KITCHEN & BAR,601 8 AV SW,"(51.0455890161244, -114.074462623661)",,
PIZZA 73,#244 70 SHAWVILLE BV SE,"(50.9059385763143, -114.064276875897)",,
RAVENVIEW CONSTRUCTION,#67 4620 MANILLA RD SE,"(51.0121069261313, -114.049981911957)",,
MAYLAND CONVENIENCE STORE,1810 10 AV NE,"(51.0624748769313, -114.016531533175)",,
MY-THO BARBEQUED & FRESH MEATS,#111 575 28 ST SE,"(51.0473648041712, -113.989969056952)",,
KAL TIRE,3314 32 ST NE,"(51.0823483288814, -113.987724279957)",,
SWEET LIFE,#7 6449 CROWCHILD TR SW,"(50.9963259019357, -114.119120760824)",,
PAT'S DRIVELINE SPECIALTY & MACHINE,7170 BLACKFOOT TR SE,"(50.9892756256148, -114.051359272496)",,
MCINNIS & HOLLOWAY,82 CROWFOOT CI NW,"(51.1236090262845, -114.206104398799)",,
LITTLE GREEN MART,2718 17 ST SW,"(51.0296436830807, -114.10180523336)",,
LAKEVIEW APARTMENTS BUILDING H,5320H LAKEVIEW DR SW,"(51.0071502275689, -114.139625439312)",,
TYRO COATINGS,#40 5225 6 ST NE,"(51.0983817745384, -114.048886702688)",,
FIRST CHOICE AUTOMOTIVE,515F 36 AV NE,"(51.0847288522452, -114.051444889141)",,
MANGAN GRILL RESTAURANT,#208 3132 26 ST NE,"(51.0800985130989, -113.996729666598)",,
PHO XINH XINH,117 42 AV SW,"(51.0151501607868, -114.063485248675)",,
KIRKMAN BUS SALES,3640 48 AV SE,"(51.0108511399869, -113.979581567287)",,
LAKESIDE LIQUOR,16648 MCKENZIE LAKE BV SE,"(50.9033634243213, -113.98978814466)",,
MOMENTUM HEALTH WESTBROOK,#312 3320 17 AV SW,"(51.0380706949739, -114.134730898034)",,
7 ELEVEN FOOD STORE #29510,9128 MACLEOD TR SE,"(50.9718765118013, -114.069373721943)",,
PARKDALE COMMUNITY,3512 5 AV NW,"(51.0604661119765, -114.136801792919)",,
INN FROM THE COLD SOCIETY,#106 110 11 AV SE,"(51.0426261511483, -114.062742355044)",,
SALON FLI,1220 8 ST SW,"(51.0412652704378, -114.081230197368)",,
JOHN'S BREAKFAST AND LUNCH,2614A 4 ST NW,"(51.0756185408221, -114.07120141949)",,
SPRINGBANK BARBER SHOP,#129 7460 SPRINGBANK BV SW,"(51.0180794231669, -114.192121741568)",,
JESSICA & BELLE RYKISS BRIDAL,#104B 5720 MACLEOD TR SW,"(51.0033285212211, -114.070433675726)",,
CSB ATHLETIC CENTER,830 59 AV SE,"(51.0005182737482, -114.043307094785)",,
CEDAR MANOR,1801 11 AV SW,"(51.0432057848372, -114.102071804535)",,
DARE FOODS,#10 3916 61 AV SE,"(50.9997263712963, -113.977916049843)",,
LEE'S AUTO REPAIR,4813 17 AV SE,"(51.0373614081453, -113.964837989257)",,
CAL A AUTO SALES,#A 4634 BOWNESS RD NW,"(51.0725208158597, -114.159829955549)",,
MASTERS PUB SPIRITS & FINE FOOD,#110L 707 7 AV SW,"(51.0466013298307, -114.076644403195)",,
CANADIAN ALTERNATORS & STARTERS,#1 2235 30 AV NE,"(51.0791386883156, -114.007438878618)",,
TEA POT CHINA BISTRO,#100 9650 HARVEST HILLS BV NE,"(51.1415619960745, -114.069501766988)",,
7 ELEVEN FOOD STORE #14817,2903 CENTRE ST NW,"(51.078102226996, -114.063040749972)",,
ROGERS PLUS,#125 971 64 AV NE,"(51.1101373116632, -114.040459372966)",,
MCKENZIE IDA PHARMACY,16638 MCKENZIE LAKE BV SE,"(50.9033634243213, -113.98978814466)",,
KUNGFU RESTAURANT,#27 4307 130 AV SE,"(50.9302610164999, -113.971691095359)",,
FISH CREEK NISSAN,14750 5 ST SW,"(50.9201553989044, -114.072426248668)",,
HORSE STORE (THE),2612 KENSINGTON RD NW,"(51.0528272009537, -114.121348816694)",,
PIZZA 73,#8 7196 TEMPLE DR NE,"(51.0910272446808, -113.957145993438)",,
ROCKYVIEW PROFESSIONAL CENTRE,1011 GLENMORE TR SW,"(50.993567879598, -114.085441222404)",,
